Date,Yield
2026-01-31,0.0035308333333333337
2025-12-31,0.0034741666666666666
2025-11-30,0.003345833333333333
2025-10-31,0.003398333333333334
2025-09-30,0.0034591666666666664
2025-08-31,0.0035250000000000004
2025-07-31,0.003646666666666667
2025-06-30,0.0035250000000000004
2025-05-31,0.003669166666666666
2025-04-30,0.0034691666666666673
2025-03-31,0.003505833333333333
2025-02-28,0.0035074999999999993
2025-01-31,0.0037841666666666666
2024-12-31,0.00381
2024-11-30,0.003475
2024-10-31,0.003570833333333334
2024-09-30,0.0031516666666666663
2024-08-31,0.003253333333333333
2024-07-31,0.00336
2024-06-30,0.0036641666666666667
2024-05-31,0.00375
2024-04-30,0.0039008333333333334
2024-03-31,0.0035008333333333332
2024-02-29,0.0035425
2024-01-31,0.0032608333333333335
2023-12-31,0.003233333333333333
2023-11-30,0.0036058333333333333
2023-10-31,0.00411
2023-09-30,0.00381
2023-08-31,0.0034241666666666665
2023-07-31,0.0033016666666666667
2023-06-30,0.0032
2023-05-31,0.0030383333333333334
2023-04-30,0.0028541666666666663
2023-03-31,0.002891666666666667
2023-02-28,0.0032691666666666667
2023-01-31,0.0029258333333333337
2022-12-31,0.0032308333333333334
2022-11-30,0.003005833333333334
2022-10-31,0.0033749999999999995
2022-09-30,0.003193333333333333
2022-08-31,0.0026625
2022-07-31,0.0022091666666666666
2022-06-30,0.0025133333333333336
2022-05-31,0.0023725
2022-04-30,0.0024475
2022-03-31,0.0019508333333333335
2022-02-28,0.0015225
2022-01-31,0.0014816666666666667
2021-12-31,0.00126
2021-11-30,0.0012058333333333333
2021-10-31,0.0012958333333333333
2021-09-30,0.00124
2021-08-31,0.0010916666666666668
2021-07-31,0.0010199999999999999
2021-06-30,0.0012241666666666668
2021-05-31,0.00133
2021-04-30,0.0013566666666666666
2021-03-31,0.0014516666666666666
2021-02-28,0.0011725000000000001
2021-01-31,0.0008891666666666666
2020-12-31,0.0007633333333333333
2020-11-30,0.0007008333333333333
2020-10-31,0.0007291666666666667
2020-09-30,0.0005708333333333333
2020-08-31,0.0005883333333333333
2020-07-31,0.00044083333333333333
2020-06-30,0.0005475
2020-05-31,0.0005441666666666666
2020-04-30,0.0005333333333333334
2020-03-31,0.0005583333333333334
2020-02-29,0.0009583333333333333
2020-01-31,0.0012566666666666668
2019-12-31,0.0015991666666666667
2019-11-30,0.0014808333333333331
2019-10-31,0.0014099999999999998
2019-09-30,0.0013883333333333334
2019-08-31,0.0012483333333333333
2019-07-31,0.001679166666666667
2019-06-30,0.0016716666666666666
2019-05-31,0.0017708333333333335
2019-04-30,0.0020858333333333336
2019-03-31,0.0020050000000000003
2019-02-28,0.0022633333333333338
2019-01-31,0.0021916666666666664
2018-12-31,0.0022375
2018-11-30,0.002490833333333333
2018-10-31,0.00262
2018-09-30,0.0025516666666666665
2018-08-31,0.002384166666666667
2018-07-31,0.0024675
2018-06-30,0.002384166666666667
2018-05-31,0.0023825
2018-04-30,0.0024616666666666667
2018-03-31,0.0022833333333333334
2018-02-28,0.002385
2018-01-31,0.002255
2017-12-31,0.0020050000000000003
2017-11-30,0.0020091666666666665
2017-10-31,0.0019833333333333335
2017-09-30,0.0019450000000000001
2017-08-31,0.0017649999999999999
2017-07-31,0.0019125000000000001
2017-06-30,0.0019208333333333336
2017-05-31,0.0018366666666666668
2017-04-30,0.0019008333333333336
2017-03-31,0.00199
2017-02-28,0.0019925
2017-01-31,0.002045
2016-12-31,0.0020375
2016-11-30,0.0019850000000000002
2016-10-31,0.0015216666666666668
2016-09-30,0.0013291666666666666
2016-08-31,0.0013175
2016-07-31,0.0012116666666666667
2016-06-30,0.0012258333333333333
2016-05-31,0.0015391666666666668
2016-04-30,0.0015283333333333336
2016-03-31,0.001475
2016-02-29,0.0014466666666666666
2016-01-31,0.0016016666666666666
2015-12-31,0.0018916666666666667
2015-11-30,0.0018391666666666665
2015-10-31,0.001785833333333333
2015-09-30,0.0016983333333333332
2015-08-31,0.0018491666666666665
2015-07-31,0.0018174999999999999
2015-06-30,0.0019616666666666667
2015-05-31,0.0017683333333333331
2015-04-30,0.0016941666666666665
2015-03-31,0.0016033333333333333
2015-02-28,0.0016616666666666665
2015-01-31,0.0013683333333333334
2014-12-31,0.0018100000000000002
2014-11-30,0.0018041666666666666
2014-10-31,0.0019466666666666666
2014-09-30,0.002075
2014-08-31,0.0019533333333333334
2014-07-31,0.0021325000000000003
2014-06-30,0.0021091666666666667
2014-05-31,0.002064166666666667
2014-04-30,0.002205833333333333
2014-03-31,0.0022658333333333332
2014-02-28,0.0022066666666666667
2014-01-31,0.0022041666666666668
2013-12-31,0.0025241666666666667
2013-11-30,0.0022875
2013-10-31,0.002129166666666667
2013-09-30,0.0021758333333333334
2013-08-31,0.002320833333333333
2013-07-31,0.0021475
2013-06-30,0.0020725
2013-05-31,0.0017741666666666667
2013-04-30,0.0013941666666666666
2013-03-31,0.0015416666666666667
2013-02-28,0.0015633333333333332
2013-01-31,0.001655
2012-12-31,0.001465
2012-11-30,0.0013466666666666668
2012-10-31,0.0014091666666666666
2012-09-30,0.0013616666666666666
2012-08-31,0.0012908333333333333
2012-07-31,0.0012241666666666668
2012-06-30,0.0013716666666666667
2012-05-31,0.0012991666666666666
2012-04-30,0.0015958333333333332
2012-03-31,0.0018425
2012-02-29,0.0016433333333333332
2012-01-31,0.0014983333333333335
2011-12-31,0.0015641666666666668
2011-11-30,0.0017241666666666666
2011-10-31,0.0017616666666666666
2011-09-30,0.0015966666666666666
2011-08-31,0.0018533333333333336
2011-07-31,0.002330833333333333
2011-06-30,0.002634166666666667
2011-05-31,0.0025516666666666665
2011-04-30,0.00274
2011-03-31,0.0028933333333333333
2011-02-28,0.0028575000000000002
2011-01-31,0.0028099999999999996
2010-12-31,0.0027458333333333336
2010-11-30,0.0023325
2010-10-31,0.0021675
2010-09-30,0.0020933333333333333
2010-08-31,0.0020583333333333335
2010-07-31,0.0024224999999999997
2010-06-30,0.0024441666666666665
2010-05-31,0.0027391666666666662
2010-04-30,0.003045833333333333
2010-03-31,0.00319
2010-02-28,0.0030116666666666664
2010-01-31,0.0029883333333333333
2009-12-31,0.003199166666666667
2009-11-30,0.0026666666666666666
